trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-118.19518678723817,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.9999996965795154}",20,0,-86.5133749949322,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9999987863182455}",30,0,-146.20105363916224,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.9999972692167428}",30,0,-225.59905423907048,"{0: 18, 1: 2, 2: 4, 3: 2, 4: 4}",0
5,False,"{'a': 0.5, 'e': 0.999995145275928}",25,0,-100.36960753584255,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.99999241449709}",20,0,-128.3334664169132,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9999890768818858}",20,0,-100.25508061388234,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.9999851324323409}",20,0,-104.42692132876215,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.999980581150849}",20,0,-186.43944466512227,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
10,False,"{'a': 0.5, 'e': 0.9999754230401718}",25,0,-81.999981899387,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.9999696581034397}",25,0,-154.31324382777325,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.999963286344151}",35,0,-64.41580005845424,"{0: 26, 1: 3, 2: 4, 3: 2, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9999563077661723}",20,0,-63.510749036885024,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.9999487223737384}",20,0,-153.91379841267153,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.9999405301714528}",20,0,-10.193827671939212,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.9999317311642865}",20,0,-108.94832695378872,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9999223253575792}",20,0,-27.048724220593904,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9999123127570387}",20,0,-150.44514869012252,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
19,False,"{'a': 0.5, 'e': 0.9999016933687411}",20,6,-68.2666145402193,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
20,False,"{'a': 0.5, 'e': 0.9998904671991308}",25,0,-156.3903928644598,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.9998786342550201}",25,0,-154.44109456858692,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.9998661945435898}",20,0,-98.68926914831911,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.9998531480723889}",25,0,-141.86871268977433,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.9998394948493343}",35,15,-149.93526288278727,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",1
25,False,"{'a': 0.5, 'e': 0.9998252348827116}",25,14,0.48261123403374917,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
26,False,"{'a': 0.5, 'e': 0.9998103681811742}",20,0,-79.07256679020782,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.9997948947537438}",30,0,-208.14371751655293,"{0: 14, 1: 5, 2: 8, 3: 0, 4: 3}",0
28,False,"{'a': 0.5, 'e': 0.9997788146098104}",20,0,-75.18536451004165,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.9997621277591321}",25,0,-3.2243993736366443,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.999744834211835}",25,0,-191.44765713356045,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
31,False,"{'a': 0.5, 'e': 0.9997269339784137}",30,0,-155.05779982087927,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
32,False,"{'a': 0.5, 'e': 0.9997084270697307}",25,0,-104.65831143004,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.9996893134970168}",25,0,-172.2887518658739,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 4}",0
34,False,"{'a': 0.5, 'e': 0.999669593271871}",25,0,-234.05743669122467,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 4}",0
35,False,"{'a': 0.5, 'e': 0.9996492664062601}",20,0,-226.48396395325068,"{0: 8, 1: 3, 2: 4, 3: 1, 4: 4}",0
36,False,"{'a': 0.5, 'e': 0.9996283329125194}",20,0,-65.65257904656413,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9996067928033522}",20,5,-75.83507700406125,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
38,False,"{'a': 0.5, 'e': 0.99958464609183}",20,0,-212.631976274967,"{0: 8, 1: 1, 2: 6, 3: 2, 4: 3}",0
39,False,"{'a': 0.5, 'e': 0.9995618927913922}",20,2,-116.66859391455604,"{0: 9, 1: 0, 2: 7, 3: 1, 4: 1}",1
40,False,"{'a': 0.5, 'e': 0.9995385329158465}",25,0,-209.1312672301639,"{0: 10, 1: 7, 2: 4, 3: 1, 4: 3}",0
41,False,"{'a': 0.5, 'e': 0.9995145664793686}",25,1,-124.40288416459182,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 3}",1
42,False,"{'a': 0.5, 'e': 0.9994899934965024}",20,0,-114.4878455836958,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.9994648139821597}",20,0,-67.60156995688122,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.9994390279516204}",20,0,-138.07066041908948,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.9994126354205327}",30,0,-77.13150725346001,"{0: 19, 1: 5, 2: 4, 3: 2, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.9993856364049126}",20,0,-114.32062278772885,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.9993580309211442}",25,0,-94.19537537748818,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.9993298189859795}",20,0,-123.4490327425152,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
49,False,"{'a': 0.5, 'e': 0.9993010006165389}",20,0,-73.76945626464467,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.9992715758303105}",20,0,-25.79448209030295,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.9992415446451502}",20,0,-100.50425256927484,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.9992109070792826}",20,11,-72.78559576141575,"{0: 4, 1: 0, 2: 4, 3: 0, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.9991796631512995}",20,0,-86.4682924281445,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.9991478128801611}",20,0,-45.40130785159586,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.9991153562851954}",25,0,-97.80480384384059,"{0: 13, 1: 6, 2: 4, 3: 2, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.9990822933860986}",20,0,-68.73829360099604,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.9990486242029343}",25,0,-138.78640643935933,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.9990143487561345}",25,5,-56.99088853912696,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.998979467066499}",20,0,-91.04725635727893,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.9989439791551954}",20,0,-69.17895820773498,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.9989078850437592}",25,0,-196.94083682045763,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.9988711847540936}",30,0,-60.97418359869521,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.9988338783084703}",20,0,-46.182252057976605,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.998795965729528}",25,0,-167.98089820275274,"{0: 12, 1: 1, 2: 10, 3: 0, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.9987574470402737}",20,0,-65.7058495923486,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.9987183222640821}",20,0,-41.26304436199632,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.9986785914246957}",20,0,-136.89527667655742,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.998638254546225}",25,0,-152.97453335253758,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.9985973116531478}",20,0,-78.27905469252582,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.9985557627703101}",25,0,-200.07350679867594,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
71,False,"{'a': 0.5, 'e': 0.9985136079229254}",35,3,-120.25930825204857,"{0: 20, 1: 3, 2: 7, 3: 1, 4: 1}",1
72,False,"{'a': 0.5, 'e': 0.9984708471365751}",25,0,-86.0142208564156,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.998427480437208}",20,0,-177.9990412929619,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
74,False,"{'a': 0.5, 'e': 0.9983835078511408}",20,0,-44.356025970726975,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.9983389294050581}",30,9,-62.791805466507014,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.9982937451260117}",25,0,-307.0640693076082,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 5}",0
77,False,"{'a': 0.5, 'e': 0.9982479550414213}",20,0,-101.06769819724849,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
78,False,"{'a': 0.5, 'e': 0.9982015591790743}",20,11,-63.05835692278035,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.9981545575671256}",20,0,-174.9404737210815,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
80,False,"{'a': 0.5, 'e': 0.9981069502340976}",20,0,-88.99652497382152,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9980587372088804}",20,0,-15.49556380170666,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.9980099185207317}",20,0,-210.20131629668757,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
83,False,"{'a': 0.5, 'e': 0.9979604941992768}",20,10,-21.913115656040194,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.9979104642745081}",20,0,-251.11383108502903,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 5}",0
85,False,"{'a': 0.5, 'e': 0.9978598287767861}",30,0,-218.69286242566682,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
86,False,"{'a': 0.5, 'e': 0.9978085877368383}",20,0,-95.67267285584578,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.99775674118576}",30,0,-144.66226651869115,"{0: 16, 1: 1, 2: 10, 3: 3, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.9977042891550136}",20,0,-135.50623409626013,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.9976512316764294}",30,0,-94.30750858798906,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.9975975687822047}",20,0,-39.66981474515409,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.9975433005049044}",30,0,-243.88667761888357,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 5}",0
92,False,"{'a': 0.5, 'e': 0.9974884268774606}",35,0,-151.0528488995199,"{0: 21, 1: 5, 2: 7, 3: 0, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.9974329479331732}",25,0,-55.13157035592257,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.9973768637057085}",20,0,1.582669080098253,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.9973201742291014}",20,0,-256.4209001388009,"{0: 9, 1: 2, 2: 2, 3: 2, 4: 5}",0
96,False,"{'a': 0.5, 'e': 0.9972628795377528}",30,0,-179.71473713508777,"{0: 19, 1: 4, 2: 2, 3: 2, 4: 3}",0
97,False,"{'a': 0.5, 'e': 0.9972049796664318}",25,0,-115.34458033270812,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.9971464746502744}",35,3,-63.27735017555911,"{0: 22, 1: 4, 2: 5, 3: 1, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.9970873645247837}",25,0,-88.82961537689202,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9970276493258303}",30,0,-248.0827176942522,"{0: 17, 1: 0, 2: 7, 3: 2, 4: 4}",0
101,False,"{'a': 0.5, 'e': 0.9969673290896517}",30,0,-96.1659212360548,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.9969064038528528}",20,0,-36.50560786875737,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.9968448736524054}",25,0,-49.66590543665214,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.9967827385256486}",30,0,-231.09659678690318,"{0: 17, 1: 3, 2: 4, 3: 2, 4: 4}",0
105,False,"{'a': 0.5, 'e': 0.9967199985102886}",20,0,-128.31857025953894,"{0: 9, 1: 3, 2: 4, 3: 4, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.9966566536443986}",25,0,-244.02521074302513,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 5}",0
107,False,"{'a': 0.5, 'e': 0.9965927039664187}",30,0,-204.97050886646886,"{0: 18, 1: 5, 2: 2, 3: 1, 4: 4}",0
108,False,"{'a': 0.5, 'e': 0.9965281495151564}",30,0,-140.5648330320814,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.996462990329786}",35,0,-111.22776302625539,"{0: 23, 1: 3, 2: 8, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.9963972264498486}",25,0,-135.30243471178952,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.9963308579152524}",20,0,-73.6113199878648,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.9962638847662728}",30,0,-95.73411783342073,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.9961963070435516}",25,0,-173.27521643343007,"{0: 11, 1: 6, 2: 4, 3: 2, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.9961281247880978}",35,0,-50.37167035896085,"{0: 27, 1: 1, 2: 6, 3: 1, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.9960593380412871}",25,0,-115.49110417849191,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.9959899468448623}",35,0,-169.8347487550948,"{0: 19, 1: 5, 2: 9, 3: 0, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.9959199512409327}",20,0,-100.38306024048705,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.9958493512719746}",20,0,-90.63007448607581,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.9957781469808308}",20,0,-125.28454290736931,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.9957063384107111}",25,0,-226.11306833941566,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
121,False,"{'a': 0.5, 'e': 0.9956339256051918}",25,0,-108.02274543183032,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.9955609086082161}",20,14,-5.780528369575594,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.9954872874640935}",25,0,-99.84113651493539,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.9954130622175006}",30,0,-184.79390152262556,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.99533823291348}",20,0,-97.9607697073414,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
126,False,"{'a': 0.5, 'e': 0.9952627995974415}",20,0,-79.61095515483686,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.9951867623151608}",20,0,-124.6005548106781,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.9951101211127807}",25,0,-153.6908654938348,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.9950328760368101}",20,9,-30.973286418033425,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.9949550271341245}",20,0,-61.04803307358107,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.9948765744519659}",20,0,-105.01660708411761,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.9947975180379425}",20,0,-67.83309793717171,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.9947178579400289}",30,0,-191.83052146649936,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
134,False,"{'a': 0.5, 'e': 0.9946375942065663}",25,0,-37.92557701988011,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.9945567268862618}",20,0,-191.55774930146305,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
136,False,"{'a': 0.5, 'e': 0.9944752560281892}",25,0,-139.39099274236997,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
137,False,"{'a': 0.5, 'e': 0.9943931816817883}",20,0,-124.10819197775444,"{0: 9, 1: 7, 2: 0, 3: 3, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.994310503896865}",20,0,-97.49585448136168,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
139,False,"{'a': 0.5, 'e': 0.9942272227235919}",25,0,-162.27723310262218,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
140,False,"{'a': 0.5, 'e': 0.9941433382125071}",25,0,-93.74091900187629,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.9940588504145154}",20,0,-21.708364273476914,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.9939737593808873}",25,0,-81.47023002645957,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
143,False,"{'a': 0.5, 'e': 0.9938880651632597}",20,0,-68.26853023933086,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.993801767813635}",25,4,-84.69739904583807,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.9937148673843824}",25,0,-119.8303852179422,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.9936273639282365}",20,0,-80.41150777348886,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.9935392574982979}",30,0,-119.56825575020324,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.9934505481480332}",20,1,-147.62226058943784,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 2}",1
149,False,"{'a': 0.5, 'e': 0.9933612359312749}",25,0,-101.78781848985865,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.9932713209022214}",20,0,-68.54125788046551,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.9931808031154366}",20,0,-102.86661521369642,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.9930896826258505}",20,0,-59.72568752498863,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.9929979594887589}",25,0,-322.35349230692435,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 6}",0
154,False,"{'a': 0.5, 'e': 0.992905633759823}",30,0,-150.85155445447316,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.99281270549507}",20,0,-85.5195998311494,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.9927191747508922}",20,0,-72.859396454875,"{0: 11, 1: 5, 2: 2, 3: 2, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.9926250415840483}",20,0,-112.20965135345115,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.9925303060516619}",20,0,-121.86819718408232,"{0: 11, 1: 5, 2: 1, 3: 1, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.9924349682112227}",25,0,-140.1132039861059,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.9923390281205853}",30,0,-186.00223079608796,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
161,False,"{'a': 0.5, 'e': 0.9922424858379701}",20,0,-168.29964557325303,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
162,False,"{'a': 0.5, 'e': 0.9921453414219631}",30,0,-146.73445990784788,"{0: 13, 1: 9, 2: 7, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.9920475949315154}",20,0,-119.73522619639292,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.9919492464259436}",20,0,-137.45461976648144,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.9918502959649296}",25,0,-69.77249408487631,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.9917507436085206}",25,0,-155.5557433894652,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
167,False,"{'a': 0.5, 'e': 0.9916505894171289}",20,0,-36.48531434412189,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.9915498334515324}",20,0,-240.31885544921658,"{0: 8, 1: 1, 2: 6, 3: 1, 4: 4}",0
169,False,"{'a': 0.5, 'e': 0.9914484757728739}",30,0,-74.046924880619,"{0: 22, 1: 2, 2: 3, 3: 3, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.9913465164426611}",30,0,-165.1556250170575,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.9912439555227676}",30,0,-146.81685778418668,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.9911407930754312}",30,0,-147.2118068833341,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.9910370291632552}",25,0,-132.88701817882804,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.9909326638492079}",20,0,-50.686515561525006,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.9908276971966222}",20,0,-106.79118770960014,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.9907221292691964}",20,12,-14.649966957986843,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.9906159601309934}",25,0,-90.69385599805733,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.9905091898464409}",30,0,-168.9766051005152,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.9904018184803314}",25,0,-147.73817606847672,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
180,False,"{'a': 0.5, 'e': 0.9902938460978224}",20,0,-162.335615850826,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.990185272764436}",20,0,-105.51868731007889,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.9900760985460589}",20,0,-146.8392489867972,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.9899663235089424}",20,0,-51.37107257747145,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.9898559477197026}",30,0,-133.33245060188503,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 2}",0
