trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1614,False,"{'a': 0.5, 'e': 0.30912166714891637}",20,0,-8.530031982166719,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1615,False,"{'a': 0.5, 'e': 0.30838072690274826}",25,0,-100.4244577675342,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
1616,False,"{'a': 0.5, 'e': 0.3076395995185211}",20,0,4.914279633564367,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1617,False,"{'a': 0.5, 'e': 0.30689828544598097}",30,0,-82.39638266228175,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
1618,False,"{'a': 0.5, 'e': 0.306156785134988}",20,0,-13.818225970302928,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1619,False,"{'a': 0.5, 'e': 0.3054150990355146}",25,0,-23.607527518454457,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1620,False,"{'a': 0.5, 'e': 0.3046732275976465}",20,0,-66.2111748872717,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
1621,False,"{'a': 0.5, 'e': 0.30393117127158176}",20,0,-31.605396548430043,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
1622,False,"{'a': 0.5, 'e': 0.3031889305076303}",20,0,-12.654957469351979,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1623,False,"{'a': 0.5, 'e': 0.3024465057562145}",30,0,-34.0702854856934,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
1624,False,"{'a': 0.5, 'e': 0.30170389746786785}",25,0,-36.858362380669824,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
1625,False,"{'a': 0.5, 'e': 0.30096110609323556}",25,0,-14.96184272473161,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1626,False,"{'a': 0.5, 'e': 0.3002181320830742}",25,0,-92.04885162167196,"{0: 20, 1: 1, 2: 0, 3: 3, 4: 1}",0
1627,False,"{'a': 0.5, 'e': 0.2994749758882503}",25,0,-17.561804786436216,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1628,False,"{'a': 0.5, 'e': 0.2987316379597418}",35,0,-150.0041982684096,"{0: 28, 1: 0, 2: 3, 3: 1, 4: 3}",0
1629,False,"{'a': 0.5, 'e': 0.2979881187486367}",20,0,-39.41054308591946,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1630,False,"{'a': 0.5, 'e': 0.2972444187061326}",25,0,-20.41395605138785,"{0: 21, 1: 2, 2: 0, 3: 2, 4: 0}",0
1631,False,"{'a': 0.5, 'e': 0.2965005382835375}",20,0,-31.76172363725783,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
1632,False,"{'a': 0.5, 'e': 0.29575647793226817}",20,0,-89.42649108941443,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
1633,False,"{'a': 0.5, 'e': 0.29501223810385113}",25,0,13.411406929591033,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1634,False,"{'a': 0.5, 'e': 0.29426781924992174}",20,0,9.125501987200401,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1635,False,"{'a': 0.5, 'e': 0.29352322182222346}",20,0,1.4312434808055752,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1636,False,"{'a': 0.5, 'e': 0.2927784462726087}",25,0,-12.263825672179271,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
1637,False,"{'a': 0.5, 'e': 0.29203349305303805}",30,0,-78.43780721034494,"{0: 24, 1: 0, 2: 2, 3: 4, 4: 0}",0
1638,False,"{'a': 0.5, 'e': 0.2912883626155792}",25,0,-95.47629673878434,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
1639,False,"{'a': 0.5, 'e': 0.29054305541240827}",30,0,-183.38869382332962,"{0: 19, 1: 4, 2: 1, 3: 3, 4: 3}",0
1640,False,"{'a': 0.5, 'e': 0.2897975718958077}",20,0,-61.91144274000466,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1641,False,"{'a': 0.5, 'e': 0.2890519125181677}",30,0,-97.74585160099576,"{0: 24, 1: 1, 2: 1, 3: 3, 4: 1}",0
1642,False,"{'a': 0.5, 'e': 0.2883060777319852}",25,0,-61.04615455201251,"{0: 20, 1: 1, 2: 0, 3: 4, 4: 0}",0
1643,False,"{'a': 0.5, 'e': 0.2875600679898628}",25,0,-48.44888542436059,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1644,False,"{'a': 0.5, 'e': 0.28681388374451017}",20,0,-9.202522003570209,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1645,False,"{'a': 0.5, 'e': 0.2860675254487421}",30,0,-5.1426546905954345,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
1646,False,"{'a': 0.5, 'e': 0.28532099355547963}",35,0,-126.4359449433959,"{0: 24, 1: 4, 2: 3, 3: 3, 4: 1}",0
1647,False,"{'a': 0.5, 'e': 0.2845742885177491}",20,0,-83.7435942840452,"{0: 15, 1: 0, 2: 0, 3: 5, 4: 0}",0
1648,False,"{'a': 0.5, 'e': 0.28382741078868123}",25,0,-74.65449387743733,"{0: 18, 1: 1, 2: 3, 3: 3, 4: 0}",0
1649,False,"{'a': 0.5, 'e': 0.2830803608215123}",25,0,-115.63659793377717,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
1650,False,"{'a': 0.5, 'e': 0.282333139069583}",20,0,-40.80851560187743,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1651,False,"{'a': 0.5, 'e': 0.28158574598633773}",25,0,-23.17943039895494,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
1652,False,"{'a': 0.5, 'e': 0.2808381820253257}",25,0,-107.77994828730533,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
1653,False,"{'a': 0.5, 'e': 0.28009044764019875}",20,0,-88.9149692326292,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
1654,False,"{'a': 0.5, 'e': 0.2793425432847131}",20,0,-92.43171385018579,"{0: 13, 1: 2, 2: 1, 3: 4, 4: 0}",0
1655,False,"{'a': 0.5, 'e': 0.2785944694127279}",25,0,-24.286003115023878,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1656,False,"{'a': 0.5, 'e': 0.27784622647820467}",20,0,-40.16420698381519,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
1657,False,"{'a': 0.5, 'e': 0.27709781493520824}",30,0,-54.86737468975814,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
1658,False,"{'a': 0.5, 'e': 0.276349235237905}",20,0,-11.22683781973775,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1659,False,"{'a': 0.5, 'e': 0.27560048784056396}",20,0,-16.127680201254282,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1660,False,"{'a': 0.5, 'e': 0.27485157319755593}",20,0,-50.39961215367367,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
1661,False,"{'a': 0.5, 'e': 0.27410249176335266}",25,0,-66.52261962043448,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
1662,False,"{'a': 0.5, 'e': 0.27335324399252753}",20,0,-64.62147140628386,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
1663,False,"{'a': 0.5, 'e': 0.2726038303397551}",30,0,-11.686188832316105,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
1664,False,"{'a': 0.5, 'e': 0.2718542512598098}",35,0,-31.505716506869813,"{0: 32, 1: 1, 2: 0, 3: 1, 4: 1}",0
1665,False,"{'a': 0.5, 'e': 0.27110450720756735}",25,0,-5.739143884015288,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1666,False,"{'a': 0.5, 'e': 0.27035459863800276}",20,0,-28.740178289854537,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
1667,False,"{'a': 0.5, 'e': 0.2696045260061915}",25,0,-96.64058529682256,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
1668,False,"{'a': 0.5, 'e': 0.2688542897673085}",20,0,11.053506577765777,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1669,False,"{'a': 0.5, 'e': 0.2681038903766276}",20,0,15.523735041077813,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1670,False,"{'a': 0.5, 'e': 0.2673533282895221}",30,0,-14.260927116444265,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
1671,False,"{'a': 0.5, 'e': 0.2666026039614635}",20,0,-53.759754540113256,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1672,False,"{'a': 0.5, 'e': 0.2658517178480223}",20,0,-96.7265544988609,"{0: 15, 1: 0, 2: 1, 3: 3, 4: 1}",0
1673,False,"{'a': 0.5, 'e': 0.2651006704048672}",25,0,-7.255813674398646,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1674,False,"{'a': 0.5, 'e': 0.26434946208776405}",25,0,-10.708735538999877,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
1675,False,"{'a': 0.5, 'e': 0.2635980933525771}",20,0,-90.30858414051553,"{0: 14, 1: 0, 2: 1, 3: 5, 4: 0}",0
1676,False,"{'a': 0.5, 'e': 0.2628465646552679}",20,0,-64.70294933425883,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
1677,False,"{'a': 0.5, 'e': 0.26209487645189444}",20,0,-9.533268143582065,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1678,False,"{'a': 0.5, 'e': 0.26134302919861224}",20,0,-64.62282472568914,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1679,False,"{'a': 0.5, 'e': 0.2605910233516727}",20,0,-131.05411773491142,"{0: 14, 1: 1, 2: 0, 3: 3, 4: 2}",0
1680,False,"{'a': 0.5, 'e': 0.25983885936742396}",25,0,-48.52808578430015,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",0
1681,False,"{'a': 0.5, 'e': 0.25908653770231016}",25,0,-63.840505785283476,"{0: 20, 1: 0, 2: 1, 3: 4, 4: 0}",0
1682,False,"{'a': 0.5, 'e': 0.25833405881287047}",30,0,-34.34260228568335,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 1}",0
1683,False,"{'a': 0.5, 'e': 0.25758142315574034}",30,0,-25.13816036554502,"{0: 26, 1: 2, 2: 0, 3: 2, 4: 0}",0
1684,False,"{'a': 0.5, 'e': 0.2568286311876495}",20,0,-58.59944509538479,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
1685,False,"{'a': 0.5, 'e': 0.25607568336542313}",30,0,-35.90496639707772,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
1686,False,"{'a': 0.5, 'e': 0.2553225801459811}",30,0,-46.506012893023694,"{0: 26, 1: 1, 2: 0, 3: 3, 4: 0}",0
1687,False,"{'a': 0.5, 'e': 0.25456932198633675}",20,0,-46.788386702436156,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
1688,False,"{'a': 0.5, 'e': 0.2538159093435984}",20,0,-19.87222726198974,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1689,False,"{'a': 0.5, 'e': 0.25306234267496774}",20,0,-4.741295880684776,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1690,False,"{'a': 0.5, 'e': 0.25230862243773955}",25,0,-48.84071385215569,"{0: 20, 1: 2, 2: 0, 3: 3, 4: 0}",0
1691,False,"{'a': 0.5, 'e': 0.2515547490893026}",20,0,-0.8571881564500702,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1692,False,"{'a': 0.5, 'e': 0.2508007230871376}",25,0,-67.34554621074278,"{0: 20, 1: 1, 2: 0, 3: 4, 4: 0}",0
1693,False,"{'a': 0.5, 'e': 0.2500465448888187}",25,0,-74.48696995926153,"{0: 20, 1: 2, 2: 0, 3: 2, 4: 1}",0
1694,False,"{'a': 0.5, 'e': 0.24929221495201243}",20,0,-55.71634229033806,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
1695,False,"{'a': 0.5, 'e': 0.24853773373447652}",35,0,-25.153098638535152,"{0: 31, 1: 0, 2: 2, 3: 2, 4: 0}",0
1696,False,"{'a': 0.5, 'e': 0.2477831016940616}",25,0,-48.52491381206916,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
1697,False,"{'a': 0.5, 'e': 0.24702831928870883}",20,0,-47.04905242276373,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
1698,False,"{'a': 0.5, 'e': 0.24627338697645135}",20,0,-79.35802106676101,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1699,False,"{'a': 0.5, 'e': 0.2455183052154132}",20,0,-51.27659941615337,"{0: 16, 1: 1, 2: 0, 3: 3, 4: 0}",0
1700,False,"{'a': 0.5, 'e': 0.24476307446380852}",25,0,0.4579929430787787,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1701,False,"{'a': 0.5, 'e': 0.2440076951799425}",20,0,-60.5039892141863,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
1702,False,"{'a': 0.5, 'e': 0.2432521678222104}",25,0,32.45163006797403,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1703,False,"{'a': 0.5, 'e': 0.2424964928490968}",20,0,-25.902873727644938,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
1704,False,"{'a': 0.5, 'e': 0.24174067071917665}",20,0,-6.900170785150645,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1705,False,"{'a': 0.5, 'e': 0.24098470189111332}",20,0,-74.98102343805816,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
1706,False,"{'a': 0.5, 'e': 0.2402285868236599}",25,0,-145.07146603343392,"{0: 18, 1: 0, 2: 2, 3: 3, 4: 2}",0
1707,False,"{'a': 0.5, 'e': 0.23947232597565823}",30,0,-15.46029328932858,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
1708,False,"{'a': 0.5, 'e': 0.23871591980603793}",25,0,-73.27695173533365,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
1709,False,"{'a': 0.5, 'e': 0.23795936877381768}",20,0,-21.068949995157002,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1710,False,"{'a': 0.5, 'e': 0.2372026733381032}",25,0,-40.76442233361247,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
1711,False,"{'a': 0.5, 'e': 0.2364458339580885}",20,0,-44.859308982239384,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1712,False,"{'a': 0.5, 'e': 0.23568885109305496}",30,0,-104.85926898614214,"{0: 24, 1: 1, 2: 1, 3: 2, 4: 2}",0
1713,False,"{'a': 0.5, 'e': 0.23493172520237035}",20,0,-16.525514475094546,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1714,False,"{'a': 0.5, 'e': 0.2341744567454899}",25,0,-9.353822066927053,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1715,False,"{'a': 0.5, 'e': 0.23341704618195533}",25,0,-71.43817490184321,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
1716,False,"{'a': 0.5, 'e': 0.232659493971394}",25,0,-58.71082249292048,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1717,False,"{'a': 0.5, 'e': 0.23190180057352003}",20,0,-3.062384080735839,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1718,False,"{'a': 0.5, 'e': 0.2311439664481324}",30,0,-74.32800567242012,"{0: 25, 1: 0, 2: 2, 3: 2, 4: 1}",0
1719,False,"{'a': 0.5, 'e': 0.23038599205511615}",30,0,-26.059843259546962,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
1720,False,"{'a': 0.5, 'e': 0.22962787785444136}",20,0,16.480004667615624,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1721,False,"{'a': 0.5, 'e': 0.22886962430616237}",20,0,-43.7957746516852,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
1722,False,"{'a': 0.5, 'e': 0.22811123187041893}",35,0,-100.0214448699602,"{0: 26, 1: 2, 2: 4, 3: 2, 4: 1}",0
1723,False,"{'a': 0.5, 'e': 0.22735270100743424}",25,0,-43.62151184676971,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",0
1724,False,"{'a': 0.5, 'e': 0.22659403217751609}",25,0,-44.38373206367098,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",0
1725,False,"{'a': 0.5, 'e': 0.225835225841056}",25,0,-19.587554996635063,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1726,False,"{'a': 0.5, 'e': 0.22507628245852837}",20,0,-92.87731138495789,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
1727,False,"{'a': 0.5, 'e': 0.2243172024904913}",25,0,-33.292265613955394,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
1728,False,"{'a': 0.5, 'e': 0.22355798639758587}",30,0,-42.27425822433092,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
1729,False,"{'a': 0.5, 'e': 0.22279863464053506}",20,0,-56.1422148448856,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0
1730,False,"{'a': 0.5, 'e': 0.22203914768014507}",30,0,-60.74769888433993,"{0: 25, 1: 0, 2: 2, 3: 3, 4: 0}",0
1731,False,"{'a': 0.5, 'e': 0.22127952597730324}",20,0,-37.91721583434911,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1732,False,"{'a': 0.5, 'e': 0.22051976999297937}",20,0,-30.380671508356162,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1733,False,"{'a': 0.5, 'e': 0.21975988018822476}",25,0,-2.7948142393707265,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1734,False,"{'a': 0.5, 'e': 0.21899985702417124}",20,0,-1.831188495332698,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1735,False,"{'a': 0.5, 'e': 0.21823970096203218}",20,0,-9.751928056618587,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1736,False,"{'a': 0.5, 'e': 0.21747941246310165}",20,0,-36.03004969682878,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
1737,False,"{'a': 0.5, 'e': 0.21671899198875347}",20,0,-62.30080078771662,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
1738,False,"{'a': 0.5, 'e': 0.21595844000044231}",20,0,-10.210975579763542,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1739,False,"{'a': 0.5, 'e': 0.2151977569597019}",20,0,1.1114061510521398,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1740,False,"{'a': 0.5, 'e': 0.21443694332814606}",25,0,-15.732950229096954,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
1741,False,"{'a': 0.5, 'e': 0.21367599956746788}",25,0,-32.93109759701262,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
1742,False,"{'a': 0.5, 'e': 0.21291492613943877}",20,0,-28.903563749805365,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
1743,False,"{'a': 0.5, 'e': 0.21215372350590975}",20,0,-80.75545447030933,"{0: 14, 1: 2, 2: 0, 3: 4, 4: 0}",0
1744,False,"{'a': 0.5, 'e': 0.21139239212880928}",20,0,-21.2704242324839,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
1745,False,"{'a': 0.5, 'e': 0.21063093247014467}",20,0,-34.01272393565651,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
1746,False,"{'a': 0.5, 'e': 0.20986934499200105}",25,0,-45.950545334663104,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
1747,False,"{'a': 0.5, 'e': 0.20910763015654046}",25,0,-2.5203015017215122,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1748,False,"{'a': 0.5, 'e': 0.2083457884260029}",25,0,-99.38480156904589,"{0: 19, 1: 0, 2: 2, 3: 3, 4: 1}",0
1749,False,"{'a': 0.5, 'e': 0.2075838202627054}",25,0,-65.91839351630554,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
1750,False,"{'a': 0.5, 'e': 0.20682172612904093}",25,0,-26.819321979761796,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1751,False,"{'a': 0.5, 'e': 0.20605950648747992}",30,0,-26.60727264518115,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
1752,False,"{'a': 0.5, 'e': 0.20529716180056803}",25,0,-50.27542138557196,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",0
1753,False,"{'a': 0.5, 'e': 0.20453469253092751}",30,0,-25.056257460867556,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
1754,False,"{'a': 0.5, 'e': 0.20377209914125613}",25,0,-105.72325883804413,"{0: 18, 1: 2, 2: 1, 3: 3, 4: 1}",0
1755,False,"{'a': 0.5, 'e': 0.20300938209432634}",25,0,-76.86173834733987,"{0: 21, 1: 0, 2: 0, 3: 3, 4: 1}",0
1756,False,"{'a': 0.5, 'e': 0.2022465418529866}",25,0,-20.696720874944585,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
1757,False,"{'a': 0.5, 'e': 0.2014835788801591}",35,0,-205.1213267602541,"{0: 23, 1: 2, 2: 3, 3: 5, 4: 2}",0
1758,False,"{'a': 0.5, 'e': 0.20072049363884134}",30,0,-3.533507222258921,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1759,False,"{'a': 0.5, 'e': 0.19995728659210485}",30,0,2.5372127450928357,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1760,False,"{'a': 0.5, 'e': 0.19919395820309452}",25,0,27.158626099362923,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1761,False,"{'a': 0.5, 'e': 0.1984305089350295}",25,0,-122.3578517291563,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
1762,False,"{'a': 0.5, 'e': 0.19766693925120235}",20,0,-19.99261148169739,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1763,False,"{'a': 0.5, 'e': 0.19690324961497796}",30,0,-28.40262064159346,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
1764,False,"{'a': 0.5, 'e': 0.19613944048979493}",20,0,14.017480707545296,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1765,False,"{'a': 0.5, 'e': 0.19537551233916348}",20,0,-24.005499702013257,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1766,False,"{'a': 0.5, 'e': 0.19461146562666673}",25,0,-10.866052999250327,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1767,False,"{'a': 0.5, 'e': 0.1938473008159598}",20,0,-11.076833636086306,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1768,False,"{'a': 0.5, 'e': 0.1930830183707687}",35,0,-106.13840687346392,"{0: 27, 1: 2, 2: 1, 3: 5, 4: 0}",0
1769,False,"{'a': 0.5, 'e': 0.19231861875489178}",30,0,-7.451625501364594,"{0: 27, 1: 2, 2: 0, 3: 1, 4: 0}",0
1770,False,"{'a': 0.5, 'e': 0.19155410243219764}",20,7,9.529627998022876,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1771,False,"{'a': 0.5, 'e': 0.19078946986662632}",20,0,-40.003846187953954,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
1772,False,"{'a': 0.5, 'e': 0.19002472152218836}",20,0,-1.0149968222818582,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1773,False,"{'a': 0.5, 'e': 0.18925985786296398}",25,0,-36.95887809921292,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
1774,False,"{'a': 0.5, 'e': 0.18849487935310402}",20,0,-19.263376916538668,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1775,False,"{'a': 0.5, 'e': 0.18772978645682897}",30,0,-99.45998319535096,"{0: 24, 1: 1, 2: 0, 3: 4, 4: 1}",0
1776,False,"{'a': 0.5, 'e': 0.18696457963842814}",25,0,-4.91741311091384,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
1777,False,"{'a': 0.5, 'e': 0.18619925936226076}",25,0,-30.54172147910638,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
1778,False,"{'a': 0.5, 'e': 0.18543382609275413}",25,0,-57.46851239775279,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
1779,False,"{'a': 0.5, 'e': 0.18466828029440474}",25,0,-70.75708806383183,"{0: 19, 1: 1, 2: 1, 3: 4, 4: 0}",0
1780,False,"{'a': 0.5, 'e': 0.18390262243177738}",30,0,-103.6603344014839,"{0: 22, 1: 1, 2: 1, 3: 6, 4: 0}",0
1781,False,"{'a': 0.5, 'e': 0.1831368529695041}",20,0,15.392277560339371,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1782,False,"{'a': 0.5, 'e': 0.1823709723722857}",20,0,8.118779746372583,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1783,False,"{'a': 0.5, 'e': 0.18160498110488943}",20,0,14.336733857446657,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1784,False,"{'a': 0.5, 'e': 0.18083887963215037}",30,0,-15.295506918273055,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
1785,False,"{'a': 0.5, 'e': 0.18007266841897054}",25,0,-49.937120294356106,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",0
1786,False,"{'a': 0.5, 'e': 0.17930634793031783}",30,0,-99.87837569317234,"{0: 24, 1: 0, 2: 2, 3: 3, 4: 1}",0
1787,False,"{'a': 0.5, 'e': 0.17853991863122715}",20,0,5.230309237829175,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1788,False,"{'a': 0.5, 'e': 0.1777733809867994}",30,0,-35.98027797052628,"{0: 26, 1: 0, 2: 2, 3: 2, 4: 0}",0
1789,False,"{'a': 0.5, 'e': 0.1770067354622006}",25,0,-37.191023565399306,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
1790,False,"{'a': 0.5, 'e': 0.1762399825226631}",20,0,-2.51037480023443,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1791,False,"{'a': 0.5, 'e': 0.17547312263348355}",25,0,25.846792139992914,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1792,False,"{'a': 0.5, 'e': 0.17470615626002417}",20,0,-41.34713286123849,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
1793,False,"{'a': 0.5, 'e': 0.1739390838677118}",20,0,-61.59112372143118,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
1794,False,"{'a': 0.5, 'e': 0.17317190592203696}",30,0,15.680312909445748,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
